Rk ▴,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,next-page-from-root,next-page-from-root-href,col,next-page-from-next-page,next-page-from-next-page-href
"null","Klay Thompson","2015-16","25","GSW","NBA","8","8","29.4","6.3","13.5","4.1","8.1","2.1","5.4","1.5","1.5","0.1","4.0","4.1","2.5","0.8","0.8","2.4","2.4","16.1",".463",".508",".395",".542","1.000",".569","29.4","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","T.J. Warren","2015-16","22","PHO","NBA","7","0","21.3","4.4","9.3","4.0","7.9","0.4","1.4","1.0","1.6","1.1","2.4","3.6","0.6","0.4","0.0","0.7","1.6","10.3",".477",".509",".300",".500",".636",".515","21.3","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Michael Carter-Williams","2015-16","24","MIL","NBA","4","4","31.3","4.3","10.5","3.5","7.8","0.8","2.8","3.5","4.3","0.8","3.8","4.5","6.8","1.8","1.0","3.8","3.5","12.8",".405",".452",".273",".440",".824",".515","31.3","","","","",""
"null","Bradley Beal","2015-16","22","WAS","NBA","6","6","34.7","8.7","17.8","6.0","12.2","2.7","5.7","2.7","3.3","1.5","3.3","4.8","2.5","1.0","0.3","3.5","3.2","22.7",".486",".493",".471",".561",".800",".587","34.7","","","","",""
"null","Austin Rivers","2015-16","23","LAC","NBA","7","1","21.1","2.6","6.6","2.1","4.3","0.4","2.3","1.7","2.4","0.0","0.6","0.6","0.7","1.0","0.4","0.9","2.3","7.3",".391",".500",".188",".424",".706",".477","21.1","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Isaiah Canaan","2015-16","24","PHI","NBA","7","3","26.3","3.3","9.1","1.0","3.1","2.3","6.0","2.7","3.1","0.3","2.7","3.0","1.7","0.9","0.3","1.4","1.3","11.6",".359",".318",".381",".484",".864",".550","26.3","","","","",""
"null","J.J. Barea","2015-16","31","DAL","NBA","6","0","22.8","3.5","8.8","2.3","5.3","1.2","3.5","2.0","2.3","0.7","1.2","1.8","5.2","0.2","0.0","2.2","1.5","10.2",".396",".438",".333",".462",".857",".516","22.8","","","","",""
"null","Courtney Lee","2015-16","30","MEM","NBA","8","8","29.5","3.5","9.5","2.8","6.0","0.8","3.5","2.5","2.8","0.8","2.0","2.8","1.5","1.4","0.1","0.6","1.9","10.3",".368",".458",".214",".408",".909",".479","29.5","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Rudy Gobert","2015-16","23","UTA","NBA","6","6","33.5","3.0","6.5","3.0","6.5","0.0","0.0","1.7","3.3","3.7","9.0","12.7","1.5","0.5","3.7","2.2","3.0","7.7",".462",".462","",".462",".500",".481","33.5","","","","",""
"null","Emmanuel Mudiay","2015-16","19","DEN","NBA","7","7","30.1","4.4","13.4","3.0","9.6","1.4","3.9","2.4","3.7","0.7","3.6","4.3","5.6","1.1","0.9","4.9","2.7","12.7",".330",".313",".370",".383",".654",".422","30.1","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Raymond Felton","2015-16","31","DAL","NBA","6","3","24.7","3.7","8.2","3.0","6.3","0.7","1.8","0.5","0.5","0.5","1.5","2.0","2.7","0.3","0.0","1.7","2.3","8.5",".449",".474",".364",".490","1.000",".507","24.7","","","","",""
"null","Jordan Clarkson","2015-16","23","LAL","NBA","6","6","31.2","6.5","13.2","4.8","9.5","1.7","3.7","1.8","2.5","0.7","1.8","2.5","2.0","1.0","0.5","1.7","1.8","16.5",".494",".509",".455",".557",".733",".578","31.2","","","","",""
"null","Allen Crabbe","2015-16","23","POR","NBA","8","1","22.1","3.1","7.0","2.5","4.5","0.6","2.5","0.6","0.9","0.3","1.6","1.9","1.1","0.9","0.1","0.8","2.0","7.5",".446",".556",".250",".491",".714",".508","22.1","","","","",""
"null","J.J. Redick","2015-16","31","LAC","NBA","7","7","29.9","5.3","10.3","3.3","5.6","2.0","4.7","2.9","3.0","0.3","0.7","1.0","1.9","0.6","0.1","1.4","2.1","15.4",".514",".590",".424",".611",".952",".665","29.9","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Jose Calderon","2015-16","34","NYK","NBA","7","7","23.0","2.0","6.3","1.1","3.1","0.9","3.1","0.4","0.4","0.4","1.6","2.0","2.9","0.7","0.0","1.0","2.0","5.3",".318",".364",".273",".386","1.000",".408","23.0","","","","",""
"null","Ersan Ilyasova","2015-16","28","DET","NBA","7","7","25.3","3.0","7.4","1.6","3.7","1.4","3.7","0.3","0.4","1.9","1.7","3.6","1.3","0.6","0.3","1.1","2.4","7.7",".404",".423",".385",".500",".667",".506","25.3","","","","",""
"null","DeMarcus Cousins","2015-16","25","SAC","NBA","4","4","27.5","6.5","17.5","5.5","14.0","1.0","3.5","7.8","10.5","3.0","8.3","11.3","2.5","0.8","1.0","3.5","3.5","21.8",".371",".393",".286",".400",".738",".492","27.5","","","","",""
"null","Player","Season","Age","Tm","Lg","G","GS","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","2P%","3P%","eFG%","FT%","TS%","MP","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","John Wall","2015-16","25","WAS","NBA","6","6","34.8","6.5","15.7","5.2","11.0","1.3","4.7","4.8","6.3","1.0","2.3","3.3","8.8","2.5","2.2","5.0","2.7","19.2",".415",".470",".286",".457",".763",".519","34.8","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Joe Johnson","2015-16","34","BRK","NBA","7","7","33.4","3.7","11.3","3.1","8.0","0.6","3.3","2.3","2.6","1.3","3.7","5.0","3.9","0.7","0.1","1.1","2.3","10.3",".329",".393",".174",".354",".889",".414","33.4","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Mario Chalmers","2015-16","29","MIA","NBA","6","0","20.0","1.7","5.3","1.5","3.5","0.2","1.8","2.0","2.2","0.2","2.2","2.3","3.2","1.3","0.2","1.5","2.7","5.5",".313",".429",".091",".328",".923",".437","20.0","","","","",""
"null","Blake Griffin","2015-16","26","LAC","NBA","7","7","35.6","11.3","19.4","11.3","19.0","0.0","0.4","6.0","7.4","1.9","8.1","10.0","3.9","0.6","0.6","1.9","3.3","28.6",".581",".594",".000",".581",".808",".629","35.6","","","","",""
"null","Roy Hibbert","2015-16","29","LAL","NBA","6","6","25.5","2.2","4.7","2.2","4.5","0.0","0.2","4.3","5.0","2.5","4.5","7.0","1.5","0.0","2.7","1.3","3.7","8.7",".464",".481",".000",".464",".867",".631","25.5","","","","",""
"null","Evan Turner","2015-16","27","BOS","NBA","5","0","23.2","3.4","8.4","2.8","6.6","0.6","1.8","0.8","1.2","0.6","3.8","4.4","2.4","0.8","0.4","2.2","1.6","8.2",".405",".424",".333",".440",".667",".459","23.2","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Stephen Curry","2015-16","27","GSW","NBA","8","8","33.8","10.6","19.9","5.5","9.0","5.1","10.9","6.0","6.6","0.8","4.6","5.4","5.9","2.4","0.3","2.9","2.0","32.4",".535",".611",".471",".664",".906",".710","33.8","","","","",""
"null","Marvin Williams","2015-16","29","CHO","NBA","6","6","31.8","4.3","9.2","2.3","4.7","2.0","4.5","0.7","0.8","1.5","7.3","8.8","2.0","0.2","0.8","1.0","1.2","11.3",".473",".500",".444",".582",".800",".594","31.8","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=200"
"null","Dante Cunningham","2015-16","28","NOP","NBA","6","3","23.8","2.2","4.8","1.3","2.5","0.8","2.3","0.5","0.7","0.5","3.3","3.8","0.7","0.3","0.2","0.0","2.0","5.7",".448",".533",".357",".534",".750",".553","23.8","","","","",""
"null","Jameer Nelson","2015-16","33","DEN","NBA","6","0","24.0","2.7","8.5","1.5","4.3","1.2","4.2","0.8","1.0","0.2","2.2","2.3","5.3","1.0","0.0","2.5","3.0","7.3",".314",".346",".280",".382",".833",".410","24.0","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Kyle Lowry","2015-16","29","TOR","NBA","7","7","34.6","5.7","14.1","3.6","8.7","2.1","5.4","4.7","5.7","0.9","4.1","5.0","6.1","2.3","0.6","3.3","3.4","18.3",".404",".410",".395",".480",".825",".549","34.6","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Kosta Koufos","2015-16","26","SAC","NBA","8","4","25.8","4.3","7.1","4.3","7.1","0.0","0.0","0.1","0.5","3.4","4.1","7.5","0.5","0.8","1.4","0.9","3.9","8.6",".596",".596","",".596",".250",".587","25.8","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Tony Snell","2015-16","24","CHI","NBA","8","5","23.9","2.6","6.5","1.0","3.1","1.6","3.4","0.9","1.0","0.1","3.8","3.9","1.0","0.3","0.4","0.9","2.3","7.8",".404",".320",".481",".529",".875",".558","23.9","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Jamal Crawford","2015-16","35","LAC","NBA","7","0","21.0","3.3","9.1","2.7","6.3","0.6","2.9","2.9","3.1","0.3","1.3","1.6","1.7","0.6","0.0","0.7","0.7","10.0",".359",".432",".200",".391",".909",".475","21.0","","","","",""
"null","Elfrid Payton","2015-16","21","ORL","NBA","8","8","29.8","3.6","9.3","3.1","7.6","0.5","1.6","1.4","1.5","1.1","2.1","3.3","5.9","1.4","0.4","2.6","2.8","9.1",".392",".410",".308",".419",".917",".460","29.8","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","LeBron James","2015-16","31","CLE","NBA","7","7","34.4","9.9","20.1","9.1","16.4","0.7","3.7","4.0","6.7","0.7","5.9","6.6","6.4","2.1","0.4","2.6","1.7","24.4",".489",".557",".192",".507",".596",".529","34.4","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Alec Burks","2015-16","24","UTA","NBA","6","0","27.0","4.7","11.0","4.2","9.7","0.5","1.3","4.3","5.3","0.5","3.5","4.0","2.5","0.8","0.0","1.8","2.7","14.2",".424",".431",".375",".447",".813",".531","27.0","","","","",""
"null","Chris Paul","2015-16","30","LAC","NBA","6","6","32.3","5.7","12.7","4.7","9.0","1.0","3.7","4.2","5.2","0.2","3.8","4.0","7.5","1.5","0.0","3.0","2.7","16.5",".447",".519",".273",".487",".806",".552","32.3","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
